drive_file_id,filename,pagename,theme,admin_level,page_size,page_num,admin0,admin1,admin2,admin3,admin4,title,description,date,bbox_west,bbox_south,bbox_east,bbox_north,keywords,license,source_attribution
1gFD4AMj4ODUMqzq2W8fltrqeaQB_rTwF,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_MWENGA_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_MWENGA_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Mwenga,,"Reference Minimal Zonesante — Mwenga, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bukavu,cod,mwenga,reference minimal zonesante,reference-minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University
1qt4X2jsp1aH6gPDigHebgNJpE7PspczH,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_MINOVA_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_MINOVA_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Minova,,"Reference Minimal Zonesante — Minova, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bukavu,cod,minova,reference minimal zonesante,reference-minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University
16617cLlGActU8d3oIxGcLkBLwCsI5Tj5,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KANIOLA_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KANIOLA_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Kaniola,,"Reference Minimal Zonesante — Kaniola, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bukavu,cod,kaniola,reference minimal zonesante,reference-minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University
11ZXZ-3LSFtPsk-E2kI4fGZxmbCI1mL2-,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_IDJWI_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_IDJWI_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Idjwi,,"Reference Minimal Zonesante — Idjwi, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bukavu,cod,idjwi,reference minimal zonesante,reference-minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University
1ceRDAZ0oMMmVptWeYtvETVT-Pc5UAs0I,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KAMITUGA_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KAMITUGA_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Kamituga,,"Reference Minimal Zonesante — Kamituga, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bukavu,cod,kamituga,reference minimal zonesante,reference-minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University
1Dh_3MfLDShERa5oNAR2qUgDyIOQZyFgx,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_MUBUMBANO_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_MUBUMBANO_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Mubumbano,,"Reference Minimal Zonesante — Mubumbano, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bukavu,cod,mubumbano,reference minimal zonesante,reference-minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University
15-BPTiRODtQandY7Ab5BxXrrcdOxGD8m,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KAZIBA_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KAZIBA_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Kaziba,,"Reference Minimal Zonesante — Kaziba, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bukavu,cod,kaziba,reference minimal zonesante,reference-minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University
1PPJFVRDA3k-ZQkRNAGWNBNxnyDKt6xlC,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_MWANA_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_MWANA_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Mwana,,"Reference Minimal Zonesante — Mwana, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bukavu,cod,mwana,reference minimal zonesante,reference-minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University
1Ne5AnWoJ355J8DTNT3vnwg3C-7TFpxqd,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KATANA_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KATANA_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Katana,,"Reference Minimal Zonesante — Katana, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bukavu,cod,katana,reference minimal zonesante,reference-minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University
13KDRluo0r0iSH3o_fQly53nOd1ESACR0,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KABARE_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KABARE_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Kabare,,"Reference Minimal Zonesante — Kabare, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bukavu,cod,kabare,reference minimal zonesante,reference-minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University
1R4sIS_hg4qTIDmiuegdliVBjq2669mM6,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_WALUNGU_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_WALUNGU_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Walungu,,"Reference Minimal Zonesante — Walungu, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bukavu,cod,reference minimal zonesante,reference-minimal,sud-kivu,walungu",CC-BY-4.0,CIESIN Columbia University
12SJcGXu_SdhOd3ChgbAAjxiviy3YX9Od,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_NYANTENDE_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_NYANTENDE_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Nyantende,,"Reference Minimal Zonesante — Nyantende, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bukavu,cod,nyantende,reference minimal zonesante,reference-minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University
1EFOdQEeU0RouJVYl4Dxb8Ee2MnQBecvK,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KADUTU_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KADUTU_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Kadutu,,"Reference Minimal Zonesante — Kadutu, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bukavu,cod,kadutu,reference minimal zonesante,reference-minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University
1jLni8_CCTY5yoL6H0VLpTiW5oq1TzEgY,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KALONGE_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KALONGE_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Kalonge,,"Reference Minimal Zonesante — Kalonge, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bukavu,cod,kalonge,reference minimal zonesante,reference-minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University
1VCJSAiiYODW5qlyhnPA2GH24oHfesxIu,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_IBANDA_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_IBANDA_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Ibanda,,"Reference Minimal Zonesante — Ibanda, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bukavu,cod,ibanda,reference minimal zonesante,reference-minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University
18N-P7CQ6eMY-85htFFqvvRdW_76X_PaC,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_BUNYAKIRI_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_BUNYAKIRI_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Bunyakiri,,"Reference Minimal Zonesante — Bunyakiri, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bukavu,bunyakiri,cod,reference minimal zonesante,reference-minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University
1ytjjE5HKVATY2FyDXP1ASh2M-f1Z-z_V,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_BAGIRA_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_BAGIRA_1-1_20260107,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Bagira,,"Reference Minimal Zonesante — Bagira, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bagira,bukavu,cod,reference minimal zonesante,reference-minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University
1zZ5fFiGzAkLfTIc0ESzANxO3pVI0m-Hi,a0_reference-minimal-zonesante_COD_KASAI-CENTRAL_LUIZA_TSHIBALA_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_KASAI-CENTRAL_LUIZA_TSHIBALA_1-1_20260107,reference-minimal,3,a0,1-1,COD,Kasai-Central,Luiza,Tshibala,,"Reference Minimal Zonesante — Tshibala, Luiza, Kasai-Central, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"cod,kasai-central,luiza,reference minimal zonesante,reference-minimal,tshibala",CC-BY-4.0,CIESIN Columbia University
15hIb6dmNjFjUJgXcDqi3b5b_2EA3iIPo,a0_reference-minimal-zonesante_COD_KASAI-CENTRAL_LUIZA_MASUIKA_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_KASAI-CENTRAL_LUIZA_MASUIKA_1-1_20260107,reference-minimal,3,a0,1-1,COD,Kasai-Central,Luiza,Masuika,,"Reference Minimal Zonesante — Masuika, Luiza, Kasai-Central, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"cod,kasai-central,luiza,masuika,reference minimal zonesante,reference-minimal",CC-BY-4.0,CIESIN Columbia University
1b64QCNYG7GBorstVZlhT2gMgPdXstOkG,a0_reference-minimal-zonesante_COD_KASAI-CENTRAL_LUIZA_KALOMBA_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_KASAI-CENTRAL_LUIZA_KALOMBA_1-1_20260107,reference-minimal,3,a0,1-1,COD,Kasai-Central,Luiza,Kalomba,,"Reference Minimal Zonesante — Kalomba, Luiza, Kasai-Central, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"cod,kalomba,kasai-central,luiza,reference minimal zonesante,reference-minimal",CC-BY-4.0,CIESIN Columbia University
1PD5YSduPKuUeX_CTYTNRDgq1PcF5XC0P,a0_reference-minimal-zonesante_COD_KASAI-CENTRAL_KANANGA_MUTOTO_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_KASAI-CENTRAL_KANANGA_MUTOTO_1-1_20260107,reference-minimal,3,a0,1-1,COD,Kasai-Central,Kananga,Mutoto,,"Reference Minimal Zonesante — Mutoto, Kananga, Kasai-Central, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"cod,kananga,kasai-central,mutoto,reference minimal zonesante,reference-minimal",CC-BY-4.0,CIESIN Columbia University
1NPXqgr2TisvtvDUXRGOlZAjR3wA-MHGz,a0_reference-minimal-zonesante_COD_KASAI-CENTRAL_KANANGA_LUBONDAIE_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_KASAI-CENTRAL_KANANGA_LUBONDAIE_1-1_20260107,reference-minimal,3,a0,1-1,COD,Kasai-Central,Kananga,Lubondaie,,"Reference Minimal Zonesante — Lubondaie, Kananga, Kasai-Central, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"cod,kananga,kasai-central,lubondaie,reference minimal zonesante,reference-minimal",CC-BY-4.0,CIESIN Columbia University
1QAym-KX3Dp-FelzgG6czBhKigyCgRb7c,a0_reference-minimal-zonesante_COD_KASAI-CENTRAL_KANANGA_DIBAYA_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_KASAI-CENTRAL_KANANGA_DIBAYA_1-1_20260107,reference-minimal,3,a0,1-1,COD,Kasai-Central,Kananga,Dibaya,,"Reference Minimal Zonesante — Dibaya, Kananga, Kasai-Central, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"cod,dibaya,kananga,kasai-central,reference minimal zonesante,reference-minimal",CC-BY-4.0,CIESIN Columbia University
1ewBhxh4tUHgG5OZQunONG-5Ot3K8xO8R,a0_reference-minimal-zonesante_COD_KASAI-CENTRAL_KANANGA_BILOMBA_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_KASAI-CENTRAL_KANANGA_BILOMBA_1-1_20260107,reference-minimal,3,a0,1-1,COD,Kasai-Central,Kananga,Bilomba,,"Reference Minimal Zonesante — Bilomba, Kananga, Kasai-Central, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"bilomba,cod,kananga,kasai-central,reference minimal zonesante,reference-minimal",CC-BY-4.0,CIESIN Columbia University
1t0eqdiVZNkdqjmdD-any6eRmyeVWGUi9,a0_reference-minimal-zonesante_COD_KASAI-CENTRAL_KANANGA_TSHIKAJI_1-1_20260107.jpg,a0_reference-minimal-zonesante_COD_KASAI-CENTRAL_KANANGA_TSHIKAJI_1-1_20260107,reference-minimal,3,a0,1-1,COD,Kasai-Central,Kananga,Tshikaji,,"Reference Minimal Zonesante — Tshikaji, Kananga, Kasai-Central, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,12.2,-13.5,31.3,5.4,"cod,kananga,kasai-central,reference minimal zonesante,reference-minimal,tshikaji",CC-BY-4.0,CIESIN Columbia University
