drive_file_id,filename,theme,admin0,area,title,description,date,bbox_west,bbox_south,bbox_east,bbox_north,keywords,license,source_attribution
14ADa2GEOlK1TgF6zv10fHY-cuK21GK0K,a2_microplanification_RDC_KASAI-CENTRAL_KANANGA_MUTOTO_NDUMBI_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Ndumbi, Mutoto, Kananga, Kasai-Central, COD (2025)","Microplanification map covering Ndumbi, Mutoto, Kananga, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kananga,kasai-central,microplanification,mutoto,ndumbi,rdc",CC-BY-4.0,CIESIN Columbia University
1AUGXPinXVC3lB6WfZn7uc33GpKvWT-pZ,a2_microplanification_RDC_KASAI-CENTRAL_KANANGA_MUTOTO_DILEMBUE-1_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Dilembue-1, Mutoto, Kananga, Kasai-Central, COD (2025)","Microplanification map covering Dilembue-1, Mutoto, Kananga, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"dilembue-1,kananga,kasai-central,microplanification,mutoto,rdc",CC-BY-4.0,CIESIN Columbia University
1eOmViMasYiqJaE4j0pqM4808sKhx2QHh,a2_microplanification_RDC_KASAI-CENTRAL_KANANGA_MUTOTO_NTAMBUE-KAYEMBE_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Ntambue-Kayembe, Mutoto, Kananga, Kasai-Central, COD (2025)","Microplanification map covering Ntambue-Kayembe, Mutoto, Kananga, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kananga,kasai-central,microplanification,mutoto,ntambue-kayembe,rdc",CC-BY-4.0,CIESIN Columbia University
1ZA9DESYa8nBkmMif0kMs9lxNJV47kmxV,a2_microplanification_RDC_KASAI-CENTRAL_KANANGA_MUTOTO_MBALA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Mbala, Mutoto, Kananga, Kasai-Central, COD (2025)","Microplanification map covering Mbala, Mutoto, Kananga, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kananga,kasai-central,mbala,microplanification,mutoto,rdc",CC-BY-4.0,CIESIN Columbia University
1Wew-APtjK4Q_0cWlMRA6axUDuElJvAyb,a2_microplanification_RDC_KASAI-CENTRAL_KANANGA_MUTOTO_MBONDO_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Mbondo, Mutoto, Kananga, Kasai-Central, COD (2025)","Microplanification map covering Mbondo, Mutoto, Kananga, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kananga,kasai-central,mbondo,microplanification,mutoto,rdc",CC-BY-4.0,CIESIN Columbia University
1ri0aCQREVmRfnymWIQv1x1eoycYSyTot,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_SHAPULA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Shapula, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Shapula, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,rdc,shapula,tshibala",CC-BY-4.0,CIESIN Columbia University
1sRjLtoHky2CO0wnRX9L4T2fSFbhmm9FQ,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_SHAWANGA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Shawanga, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Shawanga, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,rdc,shawanga,tshibala",CC-BY-4.0,CIESIN Columbia University
116QPkQKLB2Tyosbq-O949V3Mlo0-KX2A,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_MUAMONO_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Muamono, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Muamono, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,muamono,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
1JIJZNLEKhx8r1vbcKxfw1FlI4UEcNwT5,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_MUSASA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Musasa, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Musasa, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,musasa,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
1FgDResZXQy-Eq_YJ-mxSjAgzCi9A-fKY,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_KIBUANI_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Kibuani, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Kibuani, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,kibuani,luiza,microplanification,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
1al0xHfe1g1qfX_r9W_6SwHCjzX3W6XTM,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_GAMBAMBA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Gambamba, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Gambamba, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"gambamba,kasai-central,luiza,microplanification,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
1AAvB5Jtn7Od4z3wmUtsstTLq-DBMx5la,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_TSHITUPA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Tshitupa, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Tshitupa, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,rdc,tshibala,tshitupa",CC-BY-4.0,CIESIN Columbia University
1TMlxifz2yOnj3zcwWUuItg3Kc0WxDO3K,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_ST-FELIX_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — St-Felix, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering St-Felix, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,rdc,st-felix,tshibala",CC-BY-4.0,CIESIN Columbia University
1oPx3uvHIM_gHgPvZtpuMRV5UqaQjSR14,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_MUEVU_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Muevu, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Muevu, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,muevu,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
1pBVLXgAiOuuzYxT-vIqSHUw0yYr-UsI9,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_KAVULA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Kavula, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Kavula, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,kavula,luiza,microplanification,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
1JzWHNORgN4qh0x-k-Li7vvaego4BwoeM,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_DIBATAYI_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Dibatayi, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Dibatayi, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"dibatayi,kasai-central,luiza,microplanification,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
1_TrhenPVfBlmWZgEbqC_078F4S6qa2p0,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_NGUEMA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Nguema, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Nguema, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,nguema,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
1-HUq0Cxh9EhEdVEnDLgxNH97SoijrnWp,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_LUEMBA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Luemba, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Luemba, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luemba,luiza,microplanification,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
1V_RcxbaoBk4O137R8FktTvCm0cBVivSY,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_LUANDANDA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Luandanda, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Luandanda, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luandanda,luiza,microplanification,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
1_MZu00e-yB8LGy_YD_nxZJAHezBMUEl5,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_GUMISU-GUMISU_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Gumisu-Gumisu, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Gumisu-Gumisu, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"gumisu-gumisu,kasai-central,luiza,microplanification,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
1d3_2PQxgaMLuSlYP-o-xQt6Z4JpyDQ5j,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_TSUINGILA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Tsuingila, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Tsuingila, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,rdc,tshibala,tsuingila",CC-BY-4.0,CIESIN Columbia University
1z8izfgHnIkFHUp2s5Ka8iVUZjOcS7obp,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_KAPUTA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Kaputa, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Kaputa, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kaputa,kasai-central,luiza,microplanification,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
1mUJfU_Ax9hKnEs2AiM2smIKkpPgm6BNU,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_BASHITSHIBAYI_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Bashitshibayi, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Bashitshibayi, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"bashitshibayi,kasai-central,luiza,microplanification,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
1SsefFt19FvgjpvuJbfNkwPu2Wz-WAf_B,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_TUBANGA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Tubanga, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Tubanga, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,rdc,tshibala,tubanga",CC-BY-4.0,CIESIN Columbia University
1bu_ferZvjDYMx4Cywbyn7xZGB-nsArSI,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_MUKOYI_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Mukoyi, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Mukoyi, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,mukoyi,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
17dqlLHGy7Vg13pxjWYrGOaMEkb1Ktqgt,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_GABINDA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Gabinda, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Gabinda, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"gabinda,kasai-central,luiza,microplanification,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
1cwk1307MqvDbCvJPkgzgxV503jfpH8Q5,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_BONDEKO_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Bondeko, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Bondeko, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"bondeko,kasai-central,luiza,microplanification,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
165qAqcWGtqUWqHNwy5zaoPby3m6gW4eK,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_MATADI_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Matadi, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Matadi, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,matadi,microplanification,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
1wrNA7QetXZqZdd3FQAMFOq9G5eSHUI8P,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_TSHIBALA_NKONGOLO_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Nkongolo, Tshibala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Nkongolo, Tshibala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,nkongolo,rdc,tshibala",CC-BY-4.0,CIESIN Columbia University
1NVH3zx-cMqglMB3BwupCNHhBbv7BTIUh,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_YANGALA_WIZEL_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Wizel, Yangala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Wizel, Yangala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,rdc,wizel,yangala",CC-BY-4.0,CIESIN Columbia University
1v6zzbGe7zbONkRRzVC8vo8KbdwfNQiRT,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_YANGALA_MOERO_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Moero, Yangala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Moero, Yangala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,moero,rdc,yangala",CC-BY-4.0,CIESIN Columbia University
1b2JaZ9xCR_xGmDyIhJahgy3arSNmXuPW,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_YANGALA_MBOTE_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Mbote, Yangala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Mbote, Yangala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,mbote,microplanification,rdc,yangala",CC-BY-4.0,CIESIN Columbia University
1f9LZlVySIngLlkZbAVCefYSAUJ3XxarY,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_YANGALA_TSHIWAYI_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Tshiwayi, Yangala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Tshiwayi, Yangala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,rdc,tshiwayi,yangala",CC-BY-4.0,CIESIN Columbia University
1LplQEYcRwJ6Pv1wEhDJMYQAMHduyAobv,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_YANGALA_YANGALA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Yangala, Yangala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Yangala, Yangala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,rdc,yangala",CC-BY-4.0,CIESIN Columbia University
1M8yu4nbGPI2ZWTBUfZiYE5gsW8mI_QbH,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_YANGALA_KAMPILU_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Kampilu, Yangala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Kampilu, Yangala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kampilu,kasai-central,luiza,microplanification,rdc,yangala",CC-BY-4.0,CIESIN Columbia University
1A8ActoOiDrJ3q5F42_XQlKp1-xM47GXl,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_YANGALA_KEJI-MUKOKO_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Keji-Mukoko, Yangala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Keji-Mukoko, Yangala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,keji-mukoko,luiza,microplanification,rdc,yangala",CC-BY-4.0,CIESIN Columbia University
1ikbcxOZhIl9RUMgoMv52glpKxwEILKbR,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_YANGALA_TSHIBILA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Tshibila, Yangala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Tshibila, Yangala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,rdc,tshibila,yangala",CC-BY-4.0,CIESIN Columbia University
1oI0HWQhaBwVq6LfKstPBiLdFHATVwpUX,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_YANGALA_KASHISHI_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Kashishi, Yangala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Kashishi, Yangala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,kashishi,luiza,microplanification,rdc,yangala",CC-BY-4.0,CIESIN Columbia University
1GTwFyr2A4l1PZl2SaMCxfDthfXRbyAah,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_YANGALA_OYINDA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Oyinda, Yangala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Oyinda, Yangala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,oyinda,rdc,yangala",CC-BY-4.0,CIESIN Columbia University
1HAb5HXmZe4Koqg1PXGvZrUn7MaQMXsUp,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_YANGALA_YAO_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Yao, Yangala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Yao, Yangala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kasai-central,luiza,microplanification,rdc,yangala,yao",CC-BY-4.0,CIESIN Columbia University
1XuQN8ojYiI2SUy5yon9bAU_xCpV_H4WZ,a2_microplanification_RDC_KASAI-CENTRAL_LUIZA_YANGALA_KALEKA_1_20250428.jpg,microplanification,COD,Kasai-Central,"Microplanification — Kaleka, Yangala, Luiza, Kasai-Central, COD (2025)","Microplanification map covering Kaleka, Yangala, Luiza, Kasai-Central, COD dated 2025-04-28 (page 1).",2025-04-28,12.2,-13.5,31.3,5.4,"kaleka,kasai-central,luiza,microplanification,rdc,yangala",CC-BY-4.0,CIESIN Columbia University
