drive_file_id,filename,admin_tree,theme,use_case,admin_level,page_size,page_num,admin0,admin1,admin2,admin3,admin4,title,description,date,bbox_west,bbox_south,bbox_east,bbox_north,keywords,license,source_attribution,spatial_level,grid3id,width_px,height_px,overview_key
1f6UiMJj21tLbhfmGy_2Exi3qWRjNse5a,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KALEHE_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Kalehe,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Kalehe,,"Reference Minimal: Kalehe, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.747722794000026,-2.181063494999933,29.012583169000038,-1.878140922999933,"bukavu,cod,public-health,kalehe,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,OWrtstWKEly,14043,9933,maps/public-health/cod/sud-kivu/bukavu/kalehe/a0_reference-minimal_cod_sud-kivu_bukavu_kalehe_1-1_20260107_overview.jpg
1npc1VZqdTboLZ-I7gDeCkITdyMq1ITDF,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_NYANGEZI_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Nyangezi,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Nyangezi,,"Reference Minimal: Nyangezi, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.782444300000066,-2.780664322999939,29.040827000000036,-2.571118574999957,"bukavu,cod,public-health,nyangezi,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,sai4xbqW0CL,14043,9933,maps/public-health/cod/sud-kivu/bukavu/nyangezi/a0_reference-minimal_cod_sud-kivu_bukavu_nyangezi_1-1_20260107_overview.jpg
1gFD4AMj4ODUMqzq2W8fltrqeaQB_rTwF,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_MWENGA_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Mwenga,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Mwenga,,"Reference Minimal: Mwenga, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.211315900000045,-3.40727069999997,28.81714050900007,-2.781776099999945,"bukavu,cod,public-health,mwenga,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,Q3HTytyiRyL,14043,9933,maps/public-health/cod/sud-kivu/bukavu/mwenga/a0_reference-minimal_cod_sud-kivu_bukavu_mwenga_1-1_20260107_overview.jpg
1qt4X2jsp1aH6gPDigHebgNJpE7PspczH,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_MINOVA_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Minova,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Minova,,"Reference Minimal: Minova, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.760159405000024,-1.956964543999959,29.242415236000056,-1.582627493999951,"bukavu,cod,public-health,minova,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,oNybyvjU5ZT,14043,9933,maps/public-health/cod/sud-kivu/bukavu/minova/a0_reference-minimal_cod_sud-kivu_bukavu_minova_1-1_20260107_overview.jpg
16617cLlGActU8d3oIxGcLkBLwCsI5Tj5,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KANIOLA_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Kaniola,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Kaniola,,"Reference Minimal: Kaniola, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.286951800000054,-2.838396399999965,28.706414832000064,-2.405513399999961,"bukavu,cod,public-health,kaniola,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,lXfXl6ZJQWI,14043,9933,maps/public-health/cod/sud-kivu/bukavu/kaniola/a0_reference-minimal_cod_sud-kivu_bukavu_kaniola_1-1_20260107_overview.jpg
11ZXZ-3LSFtPsk-E2kI4fGZxmbCI1mL2-,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_IDJWI_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Idjwi,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Idjwi,,"Reference Minimal: Idjwi, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.941834459000063,-2.337399212999969,29.17880333200003,-1.787385150999967,"bukavu,cod,public-health,idjwi,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,Bxi65HPz420,14043,9933,maps/public-health/cod/sud-kivu/bukavu/idjwi/a0_reference-minimal_cod_sud-kivu_bukavu_idjwi_1-1_20260107_overview.jpg
1ceRDAZ0oMMmVptWeYtvETVT-Pc5UAs0I,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KAMITUGA_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Kamituga,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Kamituga,,"Reference Minimal: Kamituga, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,27.92094978600005,-3.256676673999948,28.37424376100006,-2.827535999999952,"bukavu,cod,public-health,kamituga,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,rv3KA7DrJCO,14043,9933,maps/public-health/cod/sud-kivu/bukavu/kamituga/a0_reference-minimal_cod_sud-kivu_bukavu_kamituga_1-1_20260107_overview.jpg
1Dh_3MfLDShERa5oNAR2qUgDyIOQZyFgx,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_MUBUMBANO_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Mubumbano,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Mubumbano,,"Reference Minimal: Mubumbano, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.473735400000066,-2.860396599999945,28.825197081000056,-2.651699015999952,"bukavu,cod,public-health,mubumbano,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,JzBIOZSJfmJ,14043,9933,maps/public-health/cod/sud-kivu/bukavu/mubumbano/a0_reference-minimal_cod_sud-kivu_bukavu_mubumbano_1-1_20260107_overview.jpg
15-BPTiRODtQandY7Ab5BxXrrcdOxGD8m,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KAZIBA_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Kaziba,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Kaziba,,"Reference Minimal: Kaziba, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.755044000000055,-3.054644699999926,28.916826670000034,-2.704936897999971,"bukavu,cod,public-health,kaziba,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,a2dADiJAGrT,14043,9933,maps/public-health/cod/sud-kivu/bukavu/kaziba/a0_reference-minimal_cod_sud-kivu_bukavu_kaziba_1-1_20260107_overview.jpg
1PPJFVRDA3k-ZQkRNAGWNBNxnyDKt6xlC,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_MWANA_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Mwana,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Mwana,,"Reference Minimal: Mwana, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.557178500000077,-3.052519699999948,28.832174051000038,-2.768426391999981,"bukavu,cod,public-health,mwana,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,nfYQfVxJRyJ,14043,9933,maps/public-health/cod/sud-kivu/bukavu/mwana/a0_reference-minimal_cod_sud-kivu_bukavu_mwana_1-1_20260107_overview.jpg
1Ne5AnWoJ355J8DTNT3vnwg3C-7TFpxqd,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KATANA_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Katana,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Katana,,"Reference Minimal: Katana, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.762748669000075,-2.401596674999951,28.997240248000026,-2.138494295999976,"bukavu,cod,public-health,katana,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,TpB2SUwsDbn,14043,9933,maps/public-health/cod/sud-kivu/bukavu/katana/a0_reference-minimal_cod_sud-kivu_bukavu_katana_1-1_20260107_overview.jpg
13KDRluo0r0iSH3o_fQly53nOd1ESACR0,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KABARE_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Kabare,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Kabare,,"Reference Minimal: Kabare, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.614664736000066,-2.566222891999928,28.868403589000025,-2.40733309999996,"bukavu,cod,public-health,kabare,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,zqUe1DuDMxH,14043,9933,maps/public-health/cod/sud-kivu/bukavu/kabare/a0_reference-minimal_cod_sud-kivu_bukavu_kabare_1-1_20260107_overview.jpg
1R4sIS_hg4qTIDmiuegdliVBjq2669mM6,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_WALUNGU_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Walungu,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Walungu,,"Reference Minimal: Walungu, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.501383700000076,-2.75069069999995,28.85142187100007,-2.513273868999931,"bukavu,cod,public-health,reference minimal,sud-kivu,walungu",CC-BY-4.0,CIESIN Columbia University,zonesante,x4xQfjclCTo,14043,9933,maps/public-health/cod/sud-kivu/bukavu/walungu/a0_reference-minimal_cod_sud-kivu_bukavu_walungu_1-1_20260107_overview.jpg
12SJcGXu_SdhOd3ChgbAAjxiviy3YX9Od,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_NYANTENDE_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Nyantende,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Nyantende,,"Reference Minimal: Nyantende, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.831456509000077,-2.658436589999951,28.905969000000027,-2.525581199999976,"bukavu,cod,public-health,nyantende,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,R1E0VjRQ4SN,14043,9933,maps/public-health/cod/sud-kivu/bukavu/nyantende/a0_reference-minimal_cod_sud-kivu_bukavu_nyantende_1-1_20260107_overview.jpg
1EFOdQEeU0RouJVYl4Dxb8Ee2MnQBecvK,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KADUTU_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Kadutu,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Kadutu,,"Reference Minimal: Kadutu, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.815428558000065,-2.539483470999926,28.85800172100005,-2.46802740499993,"bukavu,cod,public-health,kadutu,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,bfFprcRp0YO,14043,9933,maps/public-health/cod/sud-kivu/bukavu/kadutu/a0_reference-minimal_cod_sud-kivu_bukavu_kadutu_1-1_20260107_overview.jpg
1jLni8_CCTY5yoL6H0VLpTiW5oq1TzEgY,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_KALONGE_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Kalonge,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Kalonge,,"Reference Minimal: Kalonge, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.31470336900003,-2.482186049999939,28.70805098900007,-2.12902536799993,"bukavu,cod,public-health,kalonge,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,iPD8STDLALc,14043,9933,maps/public-health/cod/sud-kivu/bukavu/kalonge/a0_reference-minimal_cod_sud-kivu_bukavu_kalonge_1-1_20260107_overview.jpg
1VCJSAiiYODW5qlyhnPA2GH24oHfesxIu,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_IBANDA_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Ibanda,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Ibanda,,"Reference Minimal: Ibanda, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.84497330000005,-2.553950999999927,28.893016000000046,-2.458880499999964,"bukavu,cod,public-health,ibanda,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,jOxDAa0HM4a,14043,9933,maps/public-health/cod/sud-kivu/bukavu/ibanda/a0_reference-minimal_cod_sud-kivu_bukavu_ibanda_1-1_20260107_overview.jpg
18N-P7CQ6eMY-85htFFqvvRdW_76X_PaC,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_BUNYAKIRI_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Bunyakiri,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Bunyakiri,,"Reference Minimal: Bunyakiri, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.15024090000003,-2.30204708399998,28.802089469000066,-1.741849199999933,"bukavu,bunyakiri,cod,public-health,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,Th9eFA4VSq6,14043,9933,maps/public-health/cod/sud-kivu/bukavu/bunyakiri/a0_reference-minimal_cod_sud-kivu_bukavu_bunyakiri_1-1_20260107_overview.jpg
1ytjjE5HKVATY2FyDXP1ASh2M-f1Z-z_V,a0_reference-minimal-zonesante_COD_SUD-KIVU_BUKAVU_BAGIRA_1-1_20260107.jpg,COD_Sud-Kivu_Bukavu_Bagira,public-health,reference-minimal,3,a0,1-1,COD,Sud-Kivu,Bukavu,Bagira,,"Reference Minimal: Bagira, Bukavu, Sud-Kivu, COD, Congo, The Democratic Republic of the (2026)",,2026-01-07,28.799782083000025,-2.522289199999932,28.87670600000007,-2.440315914999928,"bagira,bukavu,cod,public-health,reference minimal,sud-kivu",CC-BY-4.0,CIESIN Columbia University,zonesante,aOghManYK5E,14043,9933,maps/public-health/cod/sud-kivu/bukavu/bagira/a0_reference-minimal_cod_sud-kivu_bukavu_bagira_1-1_20260107_overview.jpg
